Суурь он,Бүлэг,Сар,value
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-01,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-12,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-11,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-10,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-09,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-08,-0.4
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-07,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-06,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-05,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-04,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-03,1.6
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-02,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-01,0.3
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-12,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-11,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-10,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-09,-0.5
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-08,0.2
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-07,-0.1
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-06,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-05,0.7
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-04,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-03,0.1
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-02,0.0
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-06,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-05,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-04,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-03,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-02,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-01,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-12,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-11,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-10,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-09,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-08,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-07,
2023=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-06,
